time_s,temp_F,heat_on,stage
0.0,206.2,1,pre
1.0,207.5,1,pre
2.0,207.5,1,pre
3.0,208.4,1,pre
4.0,209.8,1,pre
5.0,212.4,1,pre
6.0,217.4,1,pre
7.0,221.4,1,pre
8.0,225.9,1,pre
9.0,231.3,1,pre
10.0,236.8,1,pre
11.0,239.9,1,pre
12.0,246.2,1,pre
13.0,251.6,1,pre
14.0,256.1,1,pre
15.0,260.6,1,pre
16.0,266.4,1,pre
17.0,271.9,1,pre
18.0,276.8,1,pre
19.0,281.8,1,pre
20.0,286.7,1,pre
21.0,292.1,1,pre
22.0,297.1,1,pre
23.0,300.6,1,pre
24.0,304.7,1,pre
25.0,307.9,1,pre
26.0,310.6,1,pre
27.0,312.8,1,pre
28.0,314.1,1,pre
29.0,315.9,1,pre
30.0,319.1,1,pre
31.0,320.9,1,pre
32.0,321.8,1,pre
33.0,324.1,1,pre
34.0,324.5,1,pre
35.0,323.6,1,pre
36.0,324.9,1,pre
37.0,325.4,1,pre
38.0,325.4,1,pre
39.0,324.1,1,pre
40.0,322.7,1,pre
41.0,322.2,1,dry
42.0,321.8,1,dry
43.0,320.4,1,dry
44.0,323.1,1,dry
45.0,324.9,1,dry
46.0,327.2,1,dry
47.0,329.4,1,dry
48.0,333.5,1,dry
49.0,335.8,1,dry
50.0,337.6,1,dry
51.0,338.0,1,dry
52.0,339.4,1,dry
53.0,342.9,1,dry
54.0,345.6,1,dry
55.0,349.7,1,dry
56.0,351.5,1,dry
57.0,353.8,1,dry
58.0,356.9,1,dry
59.0,358.2,1,dry
60.0,359.1,1,dry
61.0,360.5,1,dry
62.0,362.3,1,dry
63.0,362.8,1,dry
64.0,364.6,1,dry
65.0,367.2,1,dry
66.0,368.6,1,dry
67.0,370.4,1,dry
69.0,372.6,1,dry
71.0,372.2,1,dry
73.0,369.1,1,dry
74.0,367.2,1,dry
75.0,364.1,1,dry
76.1,362.3,1,dry
77.1,360.9,1,dry
78.1,360.5,1,dry
79.1,360.5,1,dry
80.1,360.1,1,dry
81.1,361.4,1,dry
82.1,362.8,1,dry
83.1,365.0,1,dry
84.1,367.2,1,dry
85.1,368.6,1,dry
86.1,369.5,1,dry
87.1,369.9,1,dry
88.1,369.9,1,dry
89.1,370.9,1,dry
91.1,375.8,1,dry
93.1,378.9,1,dry
95.1,378.5,1,dry
97.1,373.6,1,dry
99.1,367.7,1,dry
100.1,364.1,1,dry
101.1,362.8,1,dry
102.1,360.9,1,dry
103.1,360.1,1,dry
104.1,359.6,1,dry
105.1,360.9,1,dry
106.1,362.3,1,dry
107.1,364.6,1,dry
108.1,366.8,1,dry
109.1,369.5,1,dry
110.1,372.2,1,dry
112.1,377.1,1,dry
114.1,378.9,1,dry
116.1,378.1,1,dry
118.1,374.4,1,dry
120.1,368.6,1,dry
121.1,365.9,1,dry
122.1,364.1,1,dry
123.1,363.2,1,dry
124.1,362.3,1,dry
125.1,363.2,1,dry
126.1,364.1,1,dry
127.1,365.4,1,dry
128.1,367.7,1,dry
129.1,369.1,1,dry
130.1,372.6,1,dry
132.1,378.1,1,dry
134.1,380.3,1,dry
136.1,378.5,1,dry
138.1,374.9,1,dry
140.1,369.1,1,dry
141.1,367.2,1,dry
142.1,364.6,1,dry
143.1,364.1,1,dry
144.1,364.1,1,dry
145.1,363.6,1,dry
146.1,365.0,1,dry
147.1,365.9,1,dry
148.1,367.7,1,dry
149.1,370.4,1,dry
151.1,376.2,1,dry
153.1,378.5,1,dry
155.1,377.6,1,dry
157.1,374.4,1,dry
159.1,370.4,1,dry
161.1,364.6,1,dry
162.1,362.3,1,dry
163.1,360.1,1,dry
164.1,360.5,1,dry
165.1,358.7,1,dry
166.1,359.1,1,dry
167.1,360.5,1,dry
168.1,363.2,1,dry
169.1,365.9,1,dry
170.1,369.5,1,dry
171.1,371.8,1,dry
173.1,376.7,1,dry
175.1,380.3,1,dry
177.1,378.9,1,dry
179.1,375.4,1,dry
181.1,371.3,1,dry
183.1,365.9,1,dry
184.1,363.6,1,dry
185.1,361.4,1,dry
186.1,360.5,1,dry
187.1,359.6,1,dry
188.1,360.5,1,dry
189.1,361.4,1,dry
190.1,363.6,1,dry
191.1,365.0,1,dry
192.1,369.9,1,dry
193.1,371.8,1,dry
195.1,378.1,1,dry
197.1,382.1,1,dry
199.1,381.6,1,brown
200.1,379.9,1,brown
201.1,378.9,1,brown
202.1,378.1,1,brown
203.1,378.5,1,brown
204.1,378.1,1,brown
205.1,380.3,1,brown
206.1,381.6,1,brown
207.1,383.9,1,brown
208.1,386.1,1,brown
209.1,387.9,1,brown
210.1,391.1,1,brown
211.1,392.9,1,brown
212.1,395.6,1,brown
213.1,398.8,1,brown
214.1,401.0,1,brown
216.1,403.7,1,brown
218.1,405.1,1,brown
220.1,401.9,1,brown
222.1,396.9,1,brown
223.1,393.4,1,brown
224.1,390.2,1,brown
225.1,389.3,1,brown
226.1,387.9,1,brown
227.1,387.9,1,brown
228.1,388.4,1,brown
229.1,389.3,1,brown
230.1,390.2,1,brown
231.1,392.4,1,brown
232.1,395.1,1,brown
233.1,397.4,1,brown
234.1,399.2,1,brown
235.1,401.9,1,brown
237.1,405.5,1,brown
239.1,405.5,1,brown
241.1,402.8,1,brown
243.1,397.4,1,brown
244.1,394.7,1,brown
245.1,392.9,1,brown
246.1,390.6,1,brown
247.1,390.2,1,brown
