time_s,temp_F,heat_on,stage
0.0,220.1,1,pre
1.0,218.8,1,pre
2.0,216.9,1,pre
3.0,217.8,1,pre
4.0,218.3,1,pre
5.0,220.1,1,pre
6.0,222.3,1,pre
7.0,224.2,1,pre
8.0,227.8,1,pre
9.0,232.2,1,pre
10.0,235.4,1,pre
11.0,238.1,1,pre
12.0,242.2,1,pre
13.0,244.4,1,pre
14.0,247.6,1,pre
15.0,251.6,1,pre
16.0,254.8,1,pre
17.0,257.4,1,pre
18.0,260.1,1,pre
19.0,263.8,1,pre
20.0,266.4,1,pre
21.0,270.1,1,pre
22.0,272.8,1,pre
23.0,275.0,1,pre
24.0,277.2,1,pre
25.0,280.4,1,pre
26.0,281.3,1,pre
27.0,284.4,1,pre
28.0,286.7,1,pre
29.0,288.1,1,pre
30.0,288.9,1,pre
31.0,289.9,1,pre
32.0,291.2,1,pre
33.0,291.6,1,pre
34.0,292.6,1,pre
35.0,292.1,1,pre
36.0,293.4,1,pre
37.0,294.8,1,pre
38.0,295.2,1,pre
39.0,295.7,1,pre
40.0,297.5,1,pre
41.0,297.9,1,pre
42.0,299.3,1,pre
43.0,301.1,1,pre
44.0,302.4,1,pre
45.0,302.9,1,pre
46.0,303.8,1,pre
47.0,304.2,1,pre
48.0,305.6,1,pre
49.0,306.9,1,pre
50.0,307.4,1,pre
51.0,307.4,1,pre
52.0,309.2,1,pre
53.0,310.6,1,pre
54.0,310.6,1,pre
55.0,310.6,1,pre
56.0,311.9,1,pre
57.0,311.0,1,dry
58.0,310.6,1,dry
59.0,311.0,1,dry
60.0,311.9,1,dry
61.0,315.1,1,dry
62.0,317.8,1,dry
63.0,322.7,1,dry
64.0,326.8,1,dry
65.0,330.8,1,dry
66.0,336.2,1,dry
67.0,339.4,1,dry
68.0,343.4,1,dry
69.0,346.6,1,dry
70.0,349.2,1,dry
71.0,352.4,1,dry
72.0,356.9,1,dry
73.0,359.6,1,dry
74.0,361.9,1,dry
75.0,365.4,1,dry
76.1,369.5,1,dry
77.1,370.9,1,dry
79.1,374.0,1,dry
81.1,372.6,1,dry
83.1,369.5,1,dry
84.1,365.4,1,dry
85.1,361.9,1,dry
86.1,360.5,1,dry
87.1,359.1,1,dry
88.1,360.1,1,dry
89.1,360.5,1,dry
90.1,360.9,1,dry
91.1,363.6,1,dry
92.1,363.6,1,dry
93.1,365.9,1,dry
94.1,367.7,1,dry
95.1,370.9,1,dry
97.1,375.4,1,dry
99.1,375.8,1,dry
101.1,371.8,1,dry
103.1,366.8,1,dry
104.1,364.1,1,dry
105.1,361.4,1,dry
106.1,360.5,1,dry
107.1,360.1,1,dry
108.1,359.1,1,dry
109.1,360.5,1,dry
110.1,362.8,1,dry
111.1,363.2,1,dry
112.1,366.8,1,dry
113.1,370.9,1,dry
115.1,376.2,1,dry
117.1,378.1,1,dry
119.1,375.8,1,dry
121.1,371.8,1,dry
123.1,365.9,1,dry
124.1,364.1,1,dry
125.1,361.9,1,dry
126.1,360.9,1,dry
127.1,360.5,1,dry
128.1,360.9,1,dry
129.1,363.2,1,dry
130.1,366.4,1,dry
131.1,369.1,1,dry
132.1,373.1,1,dry
134.1,377.6,1,dry
136.1,379.4,1,dry
138.1,378.5,1,dry
140.1,373.6,1,dry
142.1,369.5,1,dry
143.1,366.8,1,dry
144.1,364.1,1,dry
145.1,363.6,1,dry
146.1,362.8,1,dry
147.1,364.1,1,dry
148.1,365.4,1,dry
149.1,368.6,1,dry
150.1,371.8,1,dry
152.1,378.1,1,dry
154.1,378.5,1,dry
156.1,378.1,1,dry
158.1,374.0,1,dry
160.1,368.6,1,dry
161.1,366.4,1,dry
162.1,365.4,1,dry
163.1,365.0,1,dry
164.1,365.9,1,dry
165.1,366.8,1,brown
166.1,368.6,1,brown
167.1,371.3,1,brown
168.1,374.9,1,brown
169.1,377.1,1,brown
170.1,379.4,1,brown
171.1,383.0,1,brown
172.1,386.6,1,brown
173.1,390.6,1,brown
174.1,395.1,1,brown
175.1,398.3,1,brown
176.1,401.4,1,brown
178.1,406.4,1,brown
180.1,408.2,1,brown
182.1,405.1,1,brown
184.1,398.8,1,brown
185.1,396.1,1,brown
186.1,392.4,1,brown
187.1,389.8,1,brown
188.1,390.6,1,brown
189.1,390.2,1,brown
190.1,391.1,1,brown
191.1,392.0,1,brown
192.1,395.1,1,brown
193.1,396.9,1,brown
194.1,399.6,1,brown
195.1,401.0,1,brown
197.1,407.3,1,brown
199.1,408.2,1,brown
201.1,405.9,1,brown
203.1,400.6,1,brown
205.1,394.7,1,brown
206.1,391.1,1,brown
207.1,388.4,1,brown
