time_s,temp_F,heat_on,stage
0.0,219.2,1,pre
1.0,219.2,1,pre
2.0,217.8,1,pre
3.0,217.4,1,pre
4.0,216.5,1,pre
5.0,218.8,1,pre
6.0,219.7,1,pre
7.0,222.3,1,pre
8.0,225.5,1,pre
9.0,229.1,1,pre
10.0,233.6,1,pre
11.0,237.2,1,pre
12.0,240.8,1,pre
13.0,244.8,1,pre
14.0,248.0,1,pre
15.0,252.5,1,pre
16.0,255.7,1,pre
17.0,260.6,1,pre
18.0,264.6,1,pre
19.0,269.1,1,pre
20.0,274.6,1,pre
21.0,278.1,1,pre
22.0,283.6,1,pre
23.0,288.9,1,pre
24.0,293.0,1,pre
25.0,298.4,1,dry
26.0,302.4,1,dry
27.0,305.6,1,dry
28.0,309.2,1,dry
29.0,311.4,1,dry
30.0,311.4,1,dry
31.0,312.4,1,dry
32.0,312.4,1,dry
33.0,311.4,1,dry
34.0,310.6,1,dry
35.0,309.2,1,dry
36.0,308.8,1,dry
37.0,308.8,1,dry
38.0,308.3,1,dry
39.0,307.4,1,dry
40.0,308.8,1,dry
41.0,309.2,1,dry
42.0,310.6,1,dry
43.0,314.1,1,dry
44.0,315.1,1,dry
45.0,316.4,1,dry
46.0,317.8,1,dry
47.0,319.1,1,dry
48.0,321.8,1,dry
49.0,323.1,1,dry
50.0,325.9,1,dry
51.0,327.6,1,dry
52.0,329.9,1,dry
53.0,331.2,1,dry
54.0,333.9,1,dry
55.0,335.8,1,dry
56.0,338.4,1,dry
57.0,341.1,1,dry
58.0,343.4,1,dry
59.0,345.2,1,dry
60.0,348.4,1,dry
61.0,353.3,1,dry
62.0,356.4,1,dry
63.0,359.1,1,dry
64.0,361.4,1,dry
65.0,362.8,1,dry
66.0,365.4,1,dry
67.0,367.7,1,dry
68.0,369.5,1,dry
69.0,371.3,1,dry
71.0,374.0,1,dry
73.0,374.4,1,dry
75.0,373.1,1,dry
77.0,368.6,1,dry
78.0,367.2,1,dry
79.0,366.4,1,dry
80.0,365.9,1,dry
81.0,365.4,1,dry
82.0,365.9,1,dry
83.0,368.1,1,dry
84.0,369.1,1,dry
85.1,371.3,1,dry
87.1,376.2,1,dry
89.1,378.1,1,dry
91.1,378.1,1,dry
93.1,374.9,1,dry
95.1,370.4,1,dry
97.1,363.6,1,dry
98.1,360.5,1,dry
99.1,357.8,1,dry
100.1,356.9,1,dry
101.1,356.0,1,dry
102.1,357.4,1,dry
103.1,357.4,1,dry
104.1,360.1,1,dry
105.1,362.8,1,dry
106.1,365.0,1,dry
107.1,369.5,1,dry
108.1,372.6,1,dry
110.1,378.5,1,dry
112.1,382.6,1,dry
114.1,382.6,1,dry
116.1,379.9,1,dry
118.1,375.4,1,dry
120.1,370.9,1,dry
122.1,365.9,1,dry
123.1,363.6,1,dry
124.1,361.9,1,dry
125.1,359.1,1,dry
126.1,359.6,1,dry
127.1,360.1,1,dry
128.1,360.1,1,dry
129.1,362.3,1,dry
130.1,364.6,1,dry
131.1,367.7,1,dry
132.1,369.9,1,dry
133.1,372.6,1,dry
135.1,379.4,1,dry
137.1,383.4,1,dry
139.1,383.0,1,dry
141.1,380.3,1,dry
143.1,377.1,1,dry
145.1,371.3,1,dry
147.1,366.4,1,dry
148.1,364.1,1,dry
149.1,362.3,1,dry
150.1,360.9,1,dry
151.1,360.5,1,dry
152.1,360.1,1,dry
153.1,361.4,1,dry
154.1,364.6,1,dry
155.1,366.8,1,dry
156.1,369.5,1,dry
157.1,372.6,1,dry
159.1,378.9,1,dry
161.1,383.0,1,dry
163.1,381.2,1,brown
164.1,381.2,1,brown
165.1,381.2,1,brown
166.1,379.4,1,brown
167.1,378.5,1,brown
168.1,378.9,1,brown
169.1,378.5,1,brown
170.1,378.9,1,brown
171.1,379.9,1,brown
172.1,381.2,1,brown
173.1,383.9,1,brown
174.1,386.6,1,brown
175.1,388.9,1,brown
176.1,392.4,1,brown
177.1,394.7,1,brown
178.1,397.4,1,brown
179.1,400.1,1,brown
181.1,402.8,1,brown
183.1,402.8,1,brown
185.1,399.2,1,brown
186.1,396.5,1,brown
187.1,394.7,1,brown
188.1,392.9,1,brown
189.1,392.0,1,brown
190.1,390.6,1,brown
191.1,391.6,1,brown
192.1,392.4,1,brown
193.1,392.9,1,brown
194.1,394.7,1,brown
195.1,396.5,1,brown
196.1,398.8,1,brown
197.1,401.4,1,brown
199.1,405.9,1,brown
201.1,407.3,1,brown
203.1,405.9,1,brown
205.1,402.8,1,brown
207.1,397.9,1,brown
208.1,395.1,1,brown
209.1,392.4,1,brown
210.1,390.6,1,brown
211.1,389.3,1,brown
212.1,388.9,1,brown
213.1,388.9,1,brown
214.1,390.6,1,brown
215.1,391.6,1,brown
216.1,393.8,1,brown
217.1,396.5,1,brown
218.1,398.3,1,brown
219.1,401.4,1,brown
221.1,406.9,1,brown
223.1,407.8,1,brown
225.1,407.3,1,brown
227.1,402.8,1,brown
229.1,396.5,1,brown
230.1,394.7,1,brown
231.1,390.2,1,brown
232.1,389.8,1,brown
233.1,388.9,1,brown
234.1,388.9,1,brown
235.1,389.3,1,brown
236.1,390.6,1,brown
237.1,392.9,1,brown
238.1,394.7,1,brown
239.1,397.9,1,brown
240.1,399.6,1,brown
241.1,403.2,1,brown
243.1,407.8,1,brown
245.2,410.4,1,brown
247.2,408.2,1,brown
249.2,404.6,1,brown
251.2,400.1,1,brown
253.2,393.8,1,brown
254.2,391.1,1,brown
255.2,388.9,1,brown
256.2,386.1,1,brown
257.2,385.7,1,brown
258.2,384.8,1,brown
259.2,386.1,1,brown
260.2,388.4,1,brown
261.2,390.6,1,brown
262.2,392.4,1,brown
263.2,395.1,1,brown
264.2,398.3,1,brown
265.2,401.0,1,brown
267.2,405.9,1,brown
269.2,406.4,1,brown
271.2,405.1,1,brown
273.2,400.1,1,brown
275.2,394.2,1,brown
276.2,392.0,1,brown
277.2,389.8,1,brown
278.2,386.6,1,brown
279.2,386.6,1,brown
280.2,385.7,1,brown
281.2,386.1,1,brown
282.2,387.1,1,brown
283.2,387.5,1,brown
284.2,389.3,1,brown
285.2,391.1,1,brown
286.2,392.9,1,brown
287.2,396.1,1,brown
288.2,398.8,1,brown
289.2,400.6,1,brown
291.2,407.3,1,dev
292.2,409.1,1,dev
293.2,410.9,1,dev
294.2,410.9,1,dev
295.2,413.1,1,dev
296.2,414.5,1,dev
297.2,415.4,1,dev
298.2,415.9,1,dev
299.2,417.2,1,dev
300.2,417.2,1,dev
301.2,419.0,1,dev
302.2,420.8,1,dev
303.2,420.8,1,dev
304.2,423.1,1,dev
305.2,424.4,1,dev
306.2,425.3,1,dev
307.2,427.1,1,dev
308.2,428.9,1,dev
