time_s,temp_F,heat_on,stage
0.0,70.7,1,pre
1.0,72.0,1,pre
2.0,73.4,1,pre
3.0,75.7,1,pre
4.0,78.3,1,pre
5.0,83.3,1,pre
6.0,88.2,1,pre
7.0,94.1,1,pre
8.0,99.5,1,pre
9.0,107.2,1,pre
10.0,113.9,1,pre
11.0,121.5,1,pre
12.0,129.7,1,pre
13.0,137.3,1,pre
14.0,145.4,1,pre
15.0,152.2,1,pre
16.0,159.8,1,pre
17.0,169.2,1,pre
18.0,175.6,1,pre
19.0,182.3,1,pre
20.0,188.2,1,pre
21.0,193.6,1,pre
22.0,198.9,1,pre
23.0,203.9,1,pre
24.0,208.4,1,pre
25.0,212.0,1,pre
26.0,215.2,1,pre
27.0,218.3,1,pre
28.0,222.3,1,pre
29.0,223.7,1,pre
30.0,225.5,1,pre
31.0,226.8,1,pre
32.0,229.1,1,pre
33.0,230.9,1,pre
34.0,232.2,1,pre
35.0,234.1,1,pre
36.0,235.8,1,pre
37.0,238.6,1,pre
38.0,239.0,1,pre
39.0,241.2,1,pre
40.0,242.6,1,pre
41.0,243.1,1,pre
42.0,245.3,1,pre
43.0,247.1,1,pre
44.0,248.0,1,pre
45.0,248.9,1,pre
46.0,250.2,1,pre
47.0,251.2,1,pre
48.0,251.6,1,pre
49.0,253.8,1,pre
50.0,253.8,1,pre
51.0,253.8,1,pre
52.0,254.8,1,pre
53.0,255.2,1,pre
54.0,257.0,1,pre
55.0,257.0,1,pre
56.0,256.6,1,pre
57.0,257.4,1,pre
58.0,257.0,1,pre
59.0,257.0,1,pre
60.0,257.0,1,pre
61.0,257.0,1,pre
62.0,257.9,1,pre
63.0,258.4,1,pre
64.0,259.2,1,pre
65.0,259.7,1,pre
66.0,258.8,1,pre
67.0,260.6,1,pre
68.0,261.9,1,pre
69.0,261.1,1,pre
70.0,262.9,1,pre
71.0,263.3,1,pre
72.0,262.9,1,pre
73.0,264.2,1,pre
74.0,264.6,1,pre
75.0,266.0,1,pre
76.0,266.4,1,pre
77.0,267.4,1,pre
78.0,267.4,1,pre
79.0,267.8,1,pre
80.0,267.4,1,pre
81.0,267.8,1,pre
82.1,267.4,1,pre
83.1,267.4,1,pre
84.1,269.1,1,pre
85.1,270.9,1,pre
86.1,271.9,1,pre
87.1,275.0,1,pre
88.1,276.4,1,pre
89.1,276.8,1,pre
90.1,277.7,1,pre
91.1,277.7,1,pre
92.1,279.1,1,pre
93.1,279.5,1,pre
94.1,279.9,1,pre
95.1,279.9,1,pre
96.1,279.9,1,pre
97.1,279.5,1,pre
98.1,280.4,1,pre
99.1,280.4,1,pre
100.1,280.9,1,pre
101.1,280.4,1,pre
102.1,281.3,1,pre
103.1,281.3,1,pre
104.1,281.3,1,pre
105.1,280.4,1,pre
106.1,280.9,1,pre
107.1,280.9,1,pre
108.1,281.3,1,pre
109.1,281.8,1,pre
110.1,281.3,1,pre
111.1,282.2,1,pre
112.1,282.2,1,pre
113.1,281.8,1,pre
114.1,280.9,1,pre
115.1,280.9,1,pre
116.1,281.3,1,pre
117.1,280.4,1,pre
118.1,280.4,1,pre
119.1,280.4,1,pre
120.1,280.9,1,pre
121.1,280.9,1,pre
122.1,280.9,1,pre
123.1,280.9,1,pre
124.1,281.8,1,pre
125.1,282.2,1,pre
126.1,281.8,1,pre
127.1,280.9,1,pre
128.1,280.4,1,pre
129.1,280.4,1,pre
130.1,280.9,1,pre
131.1,282.2,1,pre
132.1,282.2,1,pre
133.1,284.0,1,pre
134.1,285.4,1,pre
135.1,286.2,1,pre
136.1,288.5,1,pre
137.1,288.9,1,pre
138.1,289.4,1,pre
139.1,290.3,1,pre
140.1,290.8,1,pre
141.1,293.0,1,pre
142.1,293.4,1,pre
143.1,292.6,1,pre
144.1,293.4,1,pre
145.1,293.9,1,pre
146.1,294.4,1,pre
147.1,294.4,1,pre
148.1,293.9,1,pre
149.1,293.4,1,pre
150.1,293.0,1,pre
151.1,291.6,1,pre
152.1,292.6,1,pre
153.1,292.6,1,pre
154.1,293.0,1,pre
155.1,293.4,1,pre
156.1,293.0,1,pre
157.1,291.6,1,pre
158.1,291.6,1,pre
159.1,290.3,1,pre
160.1,289.4,1,pre
161.1,288.9,1,pre
162.1,290.3,1,pre
163.1,290.3,1,pre
164.1,290.8,1,dry
165.1,290.8,1,dry
166.1,293.0,1,dry
167.1,295.2,1,dry
168.1,297.1,1,dry
169.1,300.6,1,dry
170.1,302.9,1,dry
171.1,304.7,1,dry
172.1,306.5,1,dry
173.1,309.6,1,dry
174.1,311.9,1,dry
175.1,314.1,1,dry
176.1,315.9,1,dry
177.1,318.2,1,dry
178.1,320.0,1,dry
179.1,320.0,1,dry
180.1,320.4,1,dry
181.1,320.4,1,dry
182.1,321.8,1,dry
183.1,323.6,1,dry
184.1,326.8,1,dry
185.1,329.4,1,dry
186.1,330.8,1,dry
187.1,333.9,1,dry
188.1,336.6,1,dry
189.1,338.4,1,dry
190.1,340.2,1,dry
191.1,342.1,1,dry
192.1,343.4,1,dry
193.1,345.2,1,dry
194.1,346.6,1,dry
195.1,347.4,1,dry
196.1,348.4,1,dry
197.1,347.4,1,dry
198.1,347.9,1,dry
199.1,348.8,1,dry
200.1,348.8,1,dry
201.1,351.5,1,dry
202.1,351.1,1,dry
203.1,351.9,1,dry
204.1,353.8,1,dry
205.1,355.1,1,dry
206.1,354.2,1,dry
207.1,355.6,1,dry
208.1,356.0,1,dry
209.1,357.4,1,dry
210.1,359.6,1,dry
211.1,358.7,1,dry
212.1,360.5,1,dry
213.1,360.1,1,dry
214.1,362.3,1,dry
215.1,363.6,1,dry
216.1,364.6,1,dry
217.1,364.1,1,dry
218.1,365.9,1,dry
219.1,366.4,1,dry
220.1,366.8,1,dry
221.1,368.6,1,dry
222.1,369.9,1,dry
223.1,369.9,1,dry
224.1,371.3,1,dry
226.1,369.9,1,dry
227.1,369.9,1,dry
228.1,369.9,1,dry
229.1,368.6,1,dry
230.1,368.6,1,dry
231.1,367.2,1,dry
232.2,367.7,1,dry
233.2,367.7,1,dry
234.2,368.6,1,dry
235.2,368.1,1,dry
236.2,369.5,1,dry
237.2,370.4,1,dry
239.2,371.3,1,dry
241.2,368.6,1,dry
242.2,367.7,1,dry
243.2,365.4,1,dry
244.2,364.6,1,dry
245.2,361.4,1,dry
246.2,363.2,1,dry
247.2,362.3,1,dry
248.2,362.8,1,dry
249.2,363.6,1,dry
250.2,365.4,1,dry
251.2,366.8,1,dry
252.2,368.6,1,dry
253.2,369.9,1,dry
254.2,371.8,1,dry
256.2,374.0,1,dry
258.2,374.4,1,dry
260.2,369.9,1,dry
261.2,367.7,1,dry
262.2,365.4,1,dry
263.2,362.3,1,dry
264.2,360.9,1,dry
265.2,360.9,1,dry
266.2,361.4,1,dry
267.2,361.9,1,dry
268.2,362.8,1,dry
269.2,363.6,1,dry
270.2,365.0,1,dry
271.2,367.2,1,dry
272.2,369.9,1,dry
273.2,371.8,1,dry
275.2,374.4,1,dry
277.2,374.4,1,dry
279.2,372.2,1,dry
281.2,366.4,1,dry
282.2,364.1,1,dry
283.2,361.4,1,dry
284.2,358.7,1,dry
285.2,357.8,1,dry
286.2,356.4,1,dry
287.2,356.9,1,dry
288.2,357.8,1,dry
289.2,359.1,1,dry
290.2,360.1,1,dry
291.2,362.8,1,dry
292.2,363.6,1,dry
293.2,367.2,1,dry
294.2,368.1,1,dry
295.2,370.9,1,dry
297.2,375.4,1,dry
299.2,376.2,1,dry
301.2,373.1,1,dry
303.2,368.6,1,dry
304.2,365.9,1,dry
305.2,362.3,1,dry
306.2,361.9,1,dry
307.2,360.5,1,dry
308.2,360.5,1,dry
309.2,359.6,1,dry
310.2,360.5,1,dry
311.2,361.9,1,dry
312.2,363.6,1,dry
313.2,365.9,1,dry
314.2,367.2,1,dry
315.2,369.1,1,dry
316.2,371.3,1,dry
318.2,376.2,1,dry
320.2,375.4,1,dry
322.2,372.2,1,dry
324.2,365.0,1,dry
325.2,363.6,1,dry
326.2,360.1,1,dry
327.2,358.2,1,dry
328.2,356.9,1,dry
329.2,356.4,1,dry
330.2,356.9,1,dry
331.2,357.4,1,dry
332.2,358.2,1,dry
333.2,359.6,1,dry
334.2,361.9,1,dry
335.2,364.6,1,brown
336.2,365.9,1,brown
337.2,368.6,1,brown
338.2,370.9,1,brown
339.2,373.1,1,brown
340.2,375.4,1,brown
341.2,378.1,1,brown
342.2,379.9,1,brown
343.2,380.8,1,brown
344.2,383.0,1,brown
345.2,384.4,1,brown
346.2,386.1,1,brown
347.2,387.5,1,brown
348.2,388.9,1,brown
349.2,389.8,1,brown
350.2,390.6,1,brown
351.2,392.4,1,brown
352.2,393.8,1,brown
353.2,394.7,1,brown
354.2,394.2,1,brown
355.2,395.6,1,brown
356.2,396.1,1,brown
357.2,398.3,1,brown
358.2,399.2,1,brown
359.2,400.6,1,brown
361.2,399.6,1,brown
362.2,400.1,1,brown
364.2,396.5,1,brown
365.2,395.1,1,brown
366.2,392.4,1,brown
367.2,390.2,1,brown
368.2,389.3,1,brown
369.2,387.9,1,brown
370.2,387.9,1,brown
371.2,387.5,1,brown
372.2,388.9,1,brown
373.2,388.9,1,brown
374.2,389.8,1,brown
375.2,390.2,1,brown
376.2,391.1,1,brown
377.2,391.6,1,brown
378.2,393.8,1,brown
379.2,395.1,1,brown
380.2,396.5,1,brown
381.2,397.4,1,brown
382.2,398.8,1,brown
383.2,399.6,1,brown
384.2,400.6,1,brown
386.2,401.9,1,brown
388.2,398.8,1,brown
389.2,396.9,1,brown
390.2,394.7,1,brown
391.2,392.9,1,brown
392.2,391.1,1,brown
393.2,391.1,1,brown
394.2,389.3,1,brown
395.2,389.8,1,brown
396.2,390.6,1,brown
397.2,391.1,1,brown
398.2,392.9,1,brown
399.2,393.4,1,brown
400.2,394.7,1,brown
401.2,395.6,1,brown
402.2,396.5,1,brown
403.2,398.3,1,brown
404.2,398.8,1,brown
405.2,400.1,1,brown
407.2,401.9,1,brown
409.2,401.0,1,brown
411.2,395.1,1,brown
412.2,392.0,1,brown
413.2,388.9,1,brown
414.2,386.6,1,brown
415.2,384.4,1,brown
416.2,383.4,1,brown
417.2,383.9,1,brown
418.3,383.4,1,brown
419.3,384.4,1,brown
420.3,384.8,1,brown
421.3,386.1,1,brown
422.3,387.5,1,brown
423.3,389.3,1,brown
424.3,390.2,1,brown
425.3,391.1,1,brown
426.3,393.8,1,brown
427.3,395.6,1,brown
428.3,396.9,1,brown
429.3,398.8,1,brown
430.3,400.1,1,brown
432.3,401.4,1,brown
434.3,401.4,1,brown
436.3,395.6,1,brown
437.3,392.9,1,brown
438.3,389.3,1,brown
439.3,386.6,1,brown
440.3,385.2,1,brown
441.3,384.4,1,brown
442.3,383.4,1,brown
443.3,383.9,1,brown
444.3,384.8,1,brown
445.3,385.7,1,brown
446.3,386.6,1,brown
447.3,388.4,1,brown
448.3,390.2,1,brown
449.3,391.1,1,brown
450.3,392.0,1,brown
451.3,394.7,1,brown
452.3,396.1,1,brown
453.3,398.3,1,brown
454.3,399.2,1,brown
455.3,401.0,1,brown
457.3,402.4,1,brown
459.3,401.0,1,brown
461.3,396.9,1,brown
462.3,394.2,1,brown
463.3,389.8,1,brown
464.3,387.5,1,brown
465.3,386.6,1,brown
466.3,385.2,1,brown
467.3,384.8,1,brown
468.3,384.4,1,brown
469.3,386.1,1,brown
470.3,386.6,1,brown
471.3,388.4,1,brown
472.3,389.8,1,brown
473.3,391.6,1,brown
474.3,391.6,1,brown
475.3,394.2,1,brown
476.3,395.6,1,brown
477.3,397.4,1,brown
478.3,400.6,1,brown
480.3,402.4,1,dev
481.3,401.0,1,dev
482.3,401.0,1,dev
483.3,400.6,1,dev
484.3,401.0,1,dev
485.3,401.4,1,dev
486.3,401.4,1,dev
487.3,401.4,1,dev
488.3,401.4,1,dev
489.3,402.8,1,dev
490.3,403.2,1,dev
491.3,404.6,1,dev
492.3,405.5,1,dev
493.3,406.9,1,dev
494.3,407.3,1,dev
495.3,408.6,1,dev
496.3,410.0,1,dev
497.3,411.4,1,dev
498.3,413.1,1,dev
499.3,413.6,1,dev
500.3,414.5,1,dev
501.3,414.9,1,dev
502.3,415.9,1,dev
503.3,416.8,1,dev
504.3,417.2,1,dev
505.3,418.1,1,dev
506.3,418.6,1,dev
507.3,419.0,1,dev
508.3,420.4,1,dev
509.3,420.8,1,dev
510.3,421.2,1,dev
511.3,421.7,1,dev
512.3,420.8,1,dev
513.3,422.6,1,dev
514.3,423.1,1,dev
515.3,423.1,1,dev
516.3,423.1,1,dev
517.3,424.4,1,dev
518.3,424.9,1,dev
519.3,425.8,1,dev
520.3,425.3,1,dev
521.3,425.3,1,dev
522.3,426.2,1,dev
523.3,427.6,1,dev
524.3,427.1,1,dev
525.3,427.1,1,dev
526.3,426.6,1,dev
527.3,427.6,1,dev
528.3,427.6,1,dev
529.3,428.0,1,dev
530.3,429.4,1,dev
531.3,429.4,1,dev
532.3,429.4,1,dev
533.3,429.4,1,dev
534.3,430.2,1,dev
535.3,430.2,1,dev
536.3,430.2,1,dev
537.3,431.1,1,dev
538.3,431.6,1,dev
