time_s,temp_F,heat_on,stage
0.0,159.8,1,pre
1.0,161.15,1,pre
0.6,161.15,1,dry
1.6,162.05,1,dry
2.6,165.65,1,dry
3.6,168.8,1,dry
4.6,173.3,1,dry
5.6,180.5,1,dry
6.6,187.7,1,dry
7.6,196.25,1,dry
8.6,203.9,1,dry
9.6,212.9,1,dry
10.6,221.0,1,dry
11.6,228.65,1,dry
12.6,238.1,1,dry
13.6,246.65,1,dry
14.6,255.2,1,dry
15.6,262.4,1,dry
16.6,268.25,1,dry
17.6,273.2,1,dry
18.6,278.6,1,dry
19.6,284.45,1,dry
20.6,289.4,1,dry
21.6,293.9,1,dry
22.6,299.3,1,dry
23.6,303.8,1,dry
24.6,308.3,1,dry
25.6,311.45,1,dry
26.6,315.5,1,dry
27.6,319.55,1,dry
28.6,321.8,1,dry
29.6,324.05,1,dry
30.6,328.1,1,dry
31.6,331.25,1,dry
32.6,333.05,1,dry
33.6,337.1,1,dry
34.6,338.45,1,dry
35.6,342.05,1,dry
36.6,344.3,1,dry
37.6,347.45,1,dry
38.6,351.5,1,dry
39.6,353.3,1,dry
40.6,356.45,1,dry
41.6,358.25,1,dry
42.6,361.4,1,dry
43.6,364.55,1,dry
44.6,366.8,1,dry
45.6,368.6,1,dry
46.6,371.3,0,dry
47.6,374.0,0,dry
48.6,375.35,0,dry
49.6,376.25,0,dry
50.6,375.35,0,dry
51.6,373.55,0,dry
52.6,369.95,1,dry
53.6,364.55,1,dry
54.6,360.05,1,dry
55.6,355.1,1,dry
56.6,350.6,1,dry
57.6,347.9,1,dry
58.6,345.65,1,dry
59.6,345.2,1,dry
60.6,344.75,1,dry
61.6,344.75,1,dry
62.6,346.1,1,dry
63.6,347.9,1,dry
64.6,350.6,1,dry
65.6,352.85,1,dry
66.6,353.75,1,dry
67.6,357.35,1,dry
68.6,359.6,1,dry
69.6,362.75,1,dry
70.6,365.0,1,dry
71.6,367.25,1,dry
72.6,369.5,1,dry
73.6,372.65,0,dry
74.6,374.0,0,dry
75.6,376.7,0,dry
76.6,376.7,0,dry
77.6,376.25,0,dry
78.6,373.55,0,dry
79.6,370.4,0,dry
80.6,366.8,1,dry
81.6,361.85,1,dry
82.6,357.35,1,dry
83.6,351.95,1,dry
84.6,348.35,1,dry
85.6,345.65,1,dry
86.6,343.4,1,dry
87.6,342.95,1,dry
88.6,342.5,1,dry
89.6,342.5,1,dry
90.6,343.4,1,dry
91.6,345.2,1,dry
92.6,346.1,1,dry
93.6,348.8,1,dry
94.6,350.6,1,dry
95.6,352.4,1,dry
96.6,355.1,1,dry
97.6,358.25,1,dry
98.6,361.4,1,dry
99.6,362.75,1,dry
100.6,366.35,1,dry
101.6,368.6,1,dry
102.6,369.95,1,dry
103.6,373.1,0,dry
104.6,375.35,0,dry
105.6,377.6,0,dry
106.6,378.5,0,dry
107.6,377.6,0,dry
108.6,375.8,0,dry
