time_s,temp_F,heat_on,stage
0.0,69.8,1,pre
1.0,72.05,1,pre
2.0,75.2,1,pre
3.0,80.6,1,pre
4.0,84.65,1,pre
5.0,89.15,1,pre
6.0,97.25,1,pre
7.0,103.1,1,pre
8.0,109.85,1,pre
9.0,118.4,1,pre
10.0,126.5,1,pre
11.0,134.6,1,pre
12.0,141.8,1,pre
13.0,149.9,1,pre
14.0,157.1,1,pre
15.0,166.55,1,pre
16.0,173.75,1,pre
17.0,180.5,1,pre
18.0,188.6,1,pre
19.0,194.9,1,pre
20.0,201.2,1,pre
21.0,206.6,1,pre
22.0,212.0,1,pre
23.0,216.95,1,pre
24.0,221.9,1,pre
25.0,225.95,1,pre
26.0,230.45,1,pre
27.0,233.6,1,pre
28.0,237.65,1,pre
29.0,241.7,1,pre
30.0,244.85,1,pre
31.0,247.55,1,pre
32.0,251.6,1,pre
33.0,254.75,1,pre
34.0,258.35,1,pre
35.0,260.6,1,pre
36.0,262.85,1,pre
37.0,265.1,1,pre
38.0,266.9,1,pre
39.0,268.7,1,pre
40.0,270.95,1,pre
41.0,272.75,1,pre
42.0,274.1,1,pre
43.0,275.45,1,pre
44.0,275.9,1,pre
45.0,277.25,1,pre
46.0,278.15,1,pre
47.0,278.15,1,pre
48.0,278.6,1,pre
49.0,279.5,1,pre
50.0,279.95,1,pre
51.0,279.05,1,pre
52.0,279.95,1,pre
53.0,281.3,1,pre
54.0,281.75,1,pre
55.0,284.0,1,pre
56.0,284.45,1,pre
57.0,284.9,1,pre
58.0,286.7,1,pre
59.0,286.7,1,pre
60.0,287.15,1,pre
61.0,286.7,1,pre
62.0,286.25,1,pre
63.0,285.8,1,pre
64.0,287.15,1,pre
65.0,287.15,1,pre
66.0,287.15,1,pre
67.0,287.6,1,pre
68.0,287.15,1,pre
69.0,288.5,1,pre
70.0,288.05,1,pre
71.0,289.85,1,pre
72.0,290.75,1,pre
73.0,291.2,1,pre
0.0,292.1,1,dry
1.0,292.1,1,dry
2.0,292.55,1,dry
3.0,293.45,1,dry
4.0,294.8,1,dry
5.0,296.15,1,dry
6.0,298.85,1,dry
7.0,300.2,1,dry
8.0,302.0,1,dry
9.0,304.25,1,dry
10.0,306.5,1,dry
11.0,308.75,1,dry
12.0,311.0,1,dry
13.0,313.25,1,dry
14.0,316.4,1,dry
15.0,317.75,1,dry
16.0,319.55,1,dry
17.0,323.15,1,dry
18.0,324.95,1,dry
19.0,326.75,1,dry
20.0,329.0,1,dry
21.0,330.35,1,dry
22.0,332.15,1,dry
23.0,334.85,1,dry
24.0,334.85,1,dry
25.0,337.1,1,dry
26.0,338.9,1,dry
27.0,342.05,1,dry
28.0,344.75,1,dry
29.0,347.45,1,dry
30.0,350.15,1,dry
31.0,352.4,1,dry
32.0,355.1,1,dry
33.0,357.35,1,dry
34.0,360.05,1,dry
35.0,361.4,1,dry
36.0,364.1,1,dry
37.0,365.0,1,dry
38.0,365.45,1,dry
39.0,367.25,1,dry
40.0,368.6,1,dry
41.0,370.85,0,dry
42.0,370.85,0,dry
43.0,373.1,0,dry
44.0,373.55,0,dry
45.0,371.75,0,dry
46.0,367.7,1,dry
47.0,363.2,1,dry
48.0,357.35,1,dry
49.0,352.85,1,dry
50.0,347.45,1,dry
51.0,343.85,1,dry
52.0,341.6,1,dry
53.0,338.9,1,dry
54.0,338.45,1,dry
55.0,337.1,1,dry
56.0,337.1,1,dry
57.0,338.0,1,dry
58.0,339.8,1,dry
59.0,342.05,1,dry
60.0,342.95,1,dry
61.0,345.65,1,dry
62.0,348.8,1,dry
63.0,351.05,1,dry
64.0,353.3,1,dry
65.0,355.1,1,dry
66.0,358.7,1,dry
67.0,360.95,1,dry
68.0,364.1,1,dry
69.0,367.7,1,dry
70.0,370.4,0,dry
71.0,374.0,0,dry
72.0,377.15,0,dry
73.0,377.6,0,dry
74.0,377.6,0,dry
75.0,375.35,0,dry
76.0,372.2,0,dry
77.0,367.25,1,dry
78.0,361.4,1,dry
79.0,355.55,1,dry
80.0,348.8,1,dry
81.0,344.3,1,dry
82.0,342.05,1,dry
83.0,338.9,1,dry
84.0,338.9,1,dry
85.0,340.25,1,dry
86.0,340.7,1,dry
87.0,343.85,1,dry
88.0,346.55,1,dry
89.0,348.8,1,dry
90.1,353.75,1,dry
91.1,356.9,1,dry
92.1,360.95,1,dry
93.1,365.0,1,dry
94.1,368.15,1,dry
95.1,371.3,0,dry
96.1,374.45,0,dry
97.1,376.25,0,dry
98.1,377.15,0,dry
99.1,376.7,0,dry
100.1,375.35,0,dry
101.1,371.3,0,dry
102.1,366.35,1,dry
103.1,360.95,1,dry
104.1,354.2,1,dry
105.1,347.9,1,dry
106.1,343.4,1,dry
107.1,342.05,1,dry
108.1,339.35,1,dry
109.1,340.25,1,dry
110.1,340.25,1,dry
111.1,342.5,1,dry
112.1,343.85,1,dry
113.1,347.9,1,dry
114.1,349.7,1,dry
115.1,354.65,1,dry
116.1,358.25,1,dry
117.1,361.4,1,dry
118.1,365.0,1,dry
119.1,368.6,1,dry
120.1,372.2,0,dry
121.1,374.45,1,brown
122.1,378.5,1,brown
123.1,379.85,1,brown
124.1,381.65,1,brown
125.1,381.65,1,brown
126.1,383.9,1,brown
127.1,386.15,1,brown
128.1,387.95,1,brown
129.1,388.85,1,brown
130.1,392.0,1,brown
131.1,393.35,1,brown
132.1,395.6,1,brown
133.1,396.95,1,brown
134.1,399.2,1,brown
135.1,401.45,0,brown
136.1,402.35,0,brown
137.1,402.35,0,brown
138.1,402.8,0,brown
139.1,401.9,0,brown
140.1,398.3,1,brown
141.1,392.45,1,brown
142.1,387.95,1,brown
143.1,383.0,1,brown
144.1,377.15,1,brown
145.1,374.9,1,brown
146.1,372.65,1,brown
147.1,370.4,1,brown
148.1,371.75,1,brown
149.1,372.2,1,brown
150.1,373.55,1,brown
151.1,374.9,1,brown
152.1,375.35,1,brown
153.1,378.95,1,brown
154.1,383.0,1,brown
155.1,385.25,1,brown
156.1,387.95,1,brown
157.1,390.2,1,brown
158.1,392.9,1,brown
159.1,394.25,1,brown
160.1,398.75,1,brown
161.1,401.45,0,brown
162.1,403.7,0,brown
163.1,405.05,0,brown
164.1,405.5,0,brown
165.1,404.15,0,brown
166.1,400.1,0,brown
167.1,395.6,1,brown
168.1,390.65,1,brown
169.1,384.8,1,brown
170.1,378.05,1,brown
171.1,374.45,1,brown
172.1,369.95,1,brown
173.1,367.7,1,brown
174.1,366.35,1,brown
175.1,366.8,1,brown
176.1,367.25,1,brown
177.1,368.6,1,brown
178.1,370.85,1,brown
179.1,373.55,1,brown
180.1,374.9,1,brown
181.1,380.3,1,brown
182.1,382.1,1,brown
183.1,386.15,1,brown
184.1,390.2,1,brown
185.1,392.9,1,brown
186.1,395.6,1,brown
187.1,397.85,1,brown
188.1,401.9,0,brown
189.1,403.7,0,brown
190.1,405.05,0,brown
191.1,405.5,0,brown
192.1,404.6,0,brown
193.1,399.65,1,brown
194.1,396.05,1,brown
195.1,391.1,1,brown
196.1,385.25,1,brown
197.1,382.1,1,brown
198.1,379.4,1,brown
199.1,376.25,1,brown
200.1,375.35,1,brown
201.1,375.8,1,brown
202.1,376.7,1,brown
203.1,378.5,1,brown
204.1,380.3,1,brown
205.1,383.0,1,brown
206.1,385.7,1,brown
207.1,388.85,1,brown
208.1,392.0,1,brown
209.1,394.25,1,brown
210.1,397.85,1,brown
211.1,400.55,0,brown
212.1,402.8,0,brown
213.1,404.15,0,brown
214.1,405.05,0,brown
215.1,404.15,0,brown
216.1,401.0,0,brown
217.1,396.5,1,brown
218.1,391.1,1,brown
219.1,385.25,1,brown
220.1,379.85,1,brown
221.1,375.8,1,brown
222.1,371.3,1,brown
223.1,369.5,1,brown
224.1,370.4,1,brown
