time_s,temp_F,heat_on,stage
0.0,195.35,1,pre
1.0,194.9,1,pre
2.0,194.0,1,pre
3.0,193.55,1,pre
4.0,193.55,1,pre
5.0,194.45,1,pre
6.0,194.9,1,pre
7.0,196.7,1,pre
8.0,198.5,1,pre
9.0,202.1,1,pre
10.0,205.25,1,pre
11.0,208.85,1,pre
12.0,212.0,1,pre
13.0,215.6,1,pre
14.0,218.3,1,pre
15.0,222.35,1,pre
16.0,225.95,1,pre
17.0,228.65,1,pre
18.0,231.8,1,pre
19.0,233.15,1,pre
20.0,237.2,1,pre
21.0,240.35,1,pre
22.0,243.95,1,pre
23.0,246.65,1,pre
24.0,249.35,1,pre
25.0,252.05,1,pre
26.0,255.2,1,pre
27.0,257.45,1,pre
28.0,259.7,1,pre
29.0,262.4,1,pre
30.0,263.3,1,pre
31.0,264.65,1,pre
32.0,266.45,1,pre
33.0,267.35,1,pre
34.0,268.25,1,pre
35.0,270.05,1,pre
36.0,270.5,1,pre
37.0,272.3,1,pre
38.0,271.85,1,pre
39.0,272.3,1,pre
40.0,273.65,1,pre
41.0,273.65,1,pre
0.6,276.35,1,dry
1.6,277.7,1,dry
2.6,280.4,1,dry
3.6,283.55,1,dry
4.6,286.25,1,dry
5.6,291.65,1,dry
6.6,293.9,1,dry
7.6,297.5,1,dry
8.6,300.2,1,dry
9.6,302.9,1,dry
10.6,306.5,1,dry
11.6,308.3,1,dry
12.6,309.65,1,dry
13.6,311.45,1,dry
14.6,313.25,1,dry
15.6,314.6,1,dry
16.6,315.05,1,dry
17.6,317.3,1,dry
18.6,318.2,1,dry
19.6,320.0,1,dry
20.6,320.45,1,dry
21.6,323.15,1,dry
22.6,324.95,1,dry
23.6,326.75,1,dry
24.6,328.55,1,dry
25.6,329.9,1,dry
26.6,332.6,1,dry
27.6,333.95,1,dry
28.6,337.55,1,dry
29.6,339.8,1,dry
30.6,343.85,1,dry
31.6,344.75,1,dry
32.6,347.9,1,dry
33.6,350.15,1,dry
34.6,353.3,1,dry
35.6,355.55,1,dry
36.6,356.45,1,dry
37.6,358.25,1,dry
38.6,362.3,1,dry
39.6,365.0,1,dry
40.6,368.15,1,dry
41.6,370.85,0,dry
42.6,374.0,0,dry
43.6,379.4,0,dry
44.6,381.2,0,dry
45.6,380.75,0,dry
46.6,378.5,0,dry
47.6,376.7,0,dry
48.6,371.3,0,dry
49.6,367.25,1,dry
50.6,361.85,1,dry
51.6,355.1,1,dry
52.6,351.5,1,dry
53.6,346.55,1,dry
54.6,344.3,1,dry
55.6,341.6,1,dry
56.6,340.25,1,dry
57.6,340.25,1,dry
58.6,341.15,1,dry
59.6,342.5,1,dry
60.6,345.65,1,dry
61.6,347.0,1,dry
62.6,350.15,1,dry
63.6,353.75,1,dry
64.6,356.9,1,dry
65.6,360.5,1,dry
66.6,363.65,1,dry
67.6,366.35,1,dry
68.6,370.4,0,dry
69.6,373.55,0,dry
70.6,375.8,0,dry
71.6,378.05,0,dry
72.6,377.6,0,dry
73.6,376.7,0,dry
74.6,374.45,0,dry
75.6,369.95,1,dry
76.6,367.25,1,dry
77.6,360.95,1,dry
78.6,357.35,1,dry
79.6,354.65,1,dry
80.6,351.5,1,dry
81.6,351.95,1,dry
82.6,352.4,1,dry
83.6,354.2,1,dry
84.6,356.0,1,dry
85.6,358.25,1,dry
86.6,360.5,1,dry
87.6,362.3,1,dry
88.6,365.0,1,dry
89.6,368.15,1,dry
90.6,371.3,0,dry
91.6,375.8,0,dry
92.6,378.95,0,dry
93.6,381.2,0,dry
94.6,381.2,0,dry
95.6,379.85,0,dry
96.6,378.95,0,dry
97.6,374.9,0,dry
98.6,371.3,0,dry
99.6,366.35,1,dry
100.6,361.4,1,dry
101.6,354.65,1,dry
102.6,350.15,1,dry
103.6,347.0,1,dry
104.6,344.3,1,dry
105.6,343.85,1,dry
106.6,342.95,1,dry
107.6,345.2,1,dry
108.6,345.65,1,dry
109.6,348.8,1,dry
110.6,351.5,1,dry
111.6,354.2,1,dry
112.6,358.25,1,dry
113.6,361.4,1,dry
114.6,365.9,1,dry
115.6,369.5,1,dry
116.6,373.1,0,dry
117.6,376.7,0,dry
118.6,379.85,0,dry
119.6,381.65,0,dry
120.6,382.1,0,dry
121.6,382.1,1,brown
122.6,379.85,1,brown
123.6,377.15,1,brown
124.6,373.55,1,brown
125.6,372.65,1,brown
126.6,371.75,1,brown
127.6,371.3,1,brown
128.6,372.2,1,brown
129.6,374.0,1,brown
130.6,376.25,1,brown
131.6,377.6,1,brown
132.6,381.2,1,brown
133.6,384.35,1,brown
134.6,387.5,1,brown
135.6,390.65,1,brown
136.6,393.8,1,brown
137.6,396.95,1,brown
138.6,400.55,0,brown
139.6,402.35,0,brown
140.6,405.5,0,brown
141.6,407.75,0,brown
142.6,407.75,0,brown
143.6,406.4,0,brown
144.6,403.25,0,brown
145.6,398.3,1,brown
146.6,393.35,1,brown
147.6,387.5,1,brown
148.6,381.65,1,brown
149.6,377.15,1,brown
150.6,374.45,1,brown
151.6,372.65,1,brown
152.6,373.1,1,brown
153.6,372.65,1,brown
154.6,373.55,1,brown
155.6,375.35,1,brown
156.6,378.5,1,brown
157.6,380.75,1,brown
158.6,385.25,1,brown
159.6,388.4,1,brown
160.6,392.0,1,brown
161.6,395.6,1,brown
162.6,400.1,0,brown
163.6,402.35,0,brown
164.6,405.95,0,brown
165.6,407.75,0,brown
166.6,408.2,0,brown
167.6,406.4,0,brown
168.6,403.25,0,brown
169.6,398.3,1,brown
170.6,393.8,1,brown
171.6,387.5,1,brown
172.6,383.0,1,brown
173.6,379.4,1,brown
174.6,374.9,1,brown
175.6,374.45,1,brown
176.7,374.9,1,brown
177.7,375.35,1,brown
178.7,377.15,1,brown
179.7,378.95,1,brown
180.7,381.65,1,brown
181.7,384.35,1,brown
182.7,387.05,1,brown
183.7,390.65,1,brown
184.7,393.8,1,brown
185.7,398.75,1,brown
186.7,402.8,0,brown
187.7,405.95,0,brown
188.7,410.0,0,brown
189.7,411.35,0,brown
190.7,411.8,0,brown
191.7,410.0,0,brown
192.7,406.4,0,brown
193.7,401.9,0,brown
194.7,395.6,1,brown
195.7,389.75,1,brown
196.7,382.55,1,brown
197.7,377.15,1,brown
198.7,372.65,1,brown
199.7,368.6,1,brown
200.7,367.25,1,brown
201.7,366.8,1,brown
202.7,367.25,1,brown
203.7,369.95,1,brown
204.7,373.1,1,brown
205.7,376.25,1,brown
206.7,380.3,1,brown
207.7,383.45,1,brown
208.7,387.05,1,brown
209.7,390.2,1,brown
210.7,394.7,1,brown
211.7,400.1,0,brown
212.7,402.35,0,brown
213.7,405.95,0,brown
214.7,408.2,0,brown
215.7,407.75,0,brown
216.7,406.4,0,brown
217.7,401.45,0,brown
218.7,397.85,1,brown
219.7,392.9,1,brown
220.7,385.25,1,brown
221.7,380.75,1,brown
222.7,374.9,1,brown
223.7,374.45,1,brown
224.7,372.2,1,brown
225.7,372.65,1,brown
226.7,373.55,1,brown
227.7,375.8,1,brown
228.7,378.5,1,brown
229.7,380.3,1,brown
230.7,384.35,1,brown
231.7,387.95,1,brown
232.7,391.55,1,brown
233.7,396.5,1,brown
234.7,400.55,0,brown
235.7,403.7,0,brown
236.7,407.3,0,brown
237.7,409.1,0,brown
238.7,409.1,0,brown
239.7,407.3,0,brown
240.7,404.6,0,brown
241.7,398.3,1,dev
242.7,393.8,1,dev
243.7,387.5,1,dev
244.7,381.65,1,dev
245.7,379.4,1,dev
246.7,376.25,1,dev
247.7,374.9,1,dev
248.7,375.8,1,dev
249.7,376.25,1,dev
250.7,378.05,1,dev
251.7,380.3,1,dev
252.7,383.9,1,dev
253.7,387.05,1,dev
254.7,391.1,1,dev
255.7,394.7,1,dev
256.7,398.3,1,dev
257.7,402.8,1,dev
258.7,406.85,1,dev
259.7,410.9,1,dev
260.7,414.95,1,dev
261.7,417.2,1,dev
262.7,420.35,1,dev
263.7,423.95,1,dev
264.7,427.55,1,dev
265.7,430.25,1,dev
266.7,432.95,1,dev
267.7,435.65,1,dev
268.7,438.8,1,dev
269.7,441.05,1,dev
270.7,443.75,1,dev
271.7,445.55,1,dev
272.7,447.35,1,dev
273.7,450.05,1,dev
274.7,451.4,1,dev
275.7,453.2,1,dev
276.7,454.1,1,dev
277.7,456.8,1,dev
278.7,457.7,1,dev
279.7,459.5,1,dev
